avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
33.0,4.24,14.0,1.0,15.67,2.62,walking
30.25,0.43,15.25,2.77,20.25,7.4,walking
40.0,0.82,13.25,5.8,21.0,2.94,walking
34.5,1.5,13.0,1.87,16.25,4.49,walking
35.5,3.91,14.5,3.77,17.5,1.12,walking
38.67,6.94,18.33,1.25,18.25,1.79,walking
27.75,6.83,9.5,4.97,17.5,3.57,walking
27.75,3.9,17.25,2.49,14.5,2.6,walking
38.25,4.32,17.5,4.15,18.75,4.44,walking
32.75,2.17,18.25,2.86,20.25,3.56,walking
33.25,3.9,16.5,1.12,18.0,0.0,walking
40.5,3.35,14.5,2.87,15.0,4.3,walking
25.75,7.95,14.25,4.44,19.25,4.55,walking
25.5,2.69,16.5,3.2,18.25,2.95,walking
34.5,9.07,17.25,2.49,20.5,2.29,walking
38.25,2.86,17.75,4.6,23.5,0.87,walking
35.0,2.12,20.25,3.27,19.75,2.95,walking
42.75,2.49,14.5,2.5,21.25,1.09,walking
38.5,3.77,16.0,4.85,16.75,5.36,walking
37.25,1.09,16.5,3.77,12.0,4.64,walking
35.0,5.74,18.5,4.33,13.5,3.84,walking
37.25,4.09,18.5,1.5,19.25,2.95,walking
39.75,2.49,11.25,1.92,17.0,2.35,walking
39.5,5.59,5.0,5.66,20.0,1.41,walking
37.0,4.18,13.67,2.36,21.0,3.0,walking
33.33,6.8,17.75,3.56,15.0,0.0,walking
41.67,4.92,10.67,3.68,17.67,2.05,walking
34.67,3.4,18.0,2.94,17.75,3.56,walking
34.75,3.03,17.25,2.86,23.0,1.0,walking
41.25,4.32,15.33,0.47,18.25,1.79,walking
36.0,7.04,12.67,4.99,19.25,6.02,walking
28.75,1.48,6.25,3.34,16.0,4.58,walking
33.0,4.24,14.5,4.92,19.75,3.77,walking
37.25,2.49,13.0,6.16,16.5,3.04,walking
38.75,0.43,19.75,3.27,14.0,5.34,walking
42.75,3.11,18.0,6.36,12.25,2.95,walking
34.75,6.02,18.33,3.09,20.33,5.91,walking
31.25,5.76,14.75,4.21,19.75,2.77,walking
36.67,0.47,14.25,3.11,18.0,0.0,walking
43.0,5.1,17.67,4.5,12.75,2.86,walking
37.25,1.3,16.0,3.54,17.25,0.83,walking
39.75,2.49,18.75,1.3,20.67,2.87,walking
38.75,5.21,15.0,2.0,14.0,4.24,walking
33.25,1.79,12.0,4.85,16.5,2.29,walking
33.75,2.49,10.25,2.05,13.75,6.18,walking
38.5,4.97,14.0,2.0,16.0,3.67,walking
34.5,2.06,12.75,3.56,19.5,3.84,walking
42.25,3.49,8.67,2.36,16.5,1.5,walking
46.0,0.0,14.75,4.02,14.0,0.0,walking
27.75,1.92,13.75,3.49,20.0,2.0,walking
31.67,5.79,14.5,1.5,14.67,4.71,walking
39.75,3.9,16.25,3.49,18.5,3.77,walking
34.5,1.5,16.67,5.44,17.25,2.28,walking
35.67,3.77,9.67,4.78,11.0,3.67,walking
43.0,1.0,15.75,2.49,14.33,5.73,walking
35.75,1.79,12.5,2.87,18.0,5.1,walking
25.75,5.49,15.0,1.87,12.5,2.18,walking
32.25,8.95,13.25,3.03,16.33,1.25,walking
