avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
31.5,3.35,15.25,4.87,12.5,4.5,cycling
34.0,2.74,12.25,1.92,15.0,2.45,cycling
38.0,4.69,12.5,3.2,15.25,0.43,cycling
42.25,0.43,16.75,2.95,11.75,5.8,cycling
36.25,3.27,15.33,1.25,12.67,7.93,cycling
33.0,2.12,14.33,3.86,21.0,0.0,cycling
34.0,1.41,12.75,1.92,11.67,4.19,cycling
30.67,5.73,10.67,6.13,15.5,2.29,cycling
42.25,1.09,10.75,2.28,12.75,8.61,cycling
40.5,2.69,14.0,3.74,11.5,2.87,cycling
33.75,3.03,18.33,0.47,14.33,1.7,cycling
33.0,2.12,14.75,0.43,8.33,4.03,cycling
33.5,2.87,16.0,2.94,13.5,1.5,cycling
42.25,1.79,13.5,1.12,18.25,1.79,cycling
39.0,7.04,17.0,2.94,19.25,5.97,cycling
32.0,0.71,9.75,4.97,17.5,1.12,cycling
31.0,5.89,14.67,4.11,18.25,1.09,cycling
33.25,2.17,9.67,3.3,16.25,5.12,cycling
39.33,2.05,11.5,1.5,16.25,2.86,cycling
42.0,0.71,14.25,2.49,17.5,3.84,cycling
36.25,1.64,15.5,2.87,19.0,3.67,cycling
35.0,1.73,15.67,4.11,14.0,2.83,cycling
33.5,4.15,12.33,3.09,11.5,4.39,cycling
38.5,1.5,9.0,0.82,13.67,1.25,cycling
41.0,1.41,14.67,3.77,18.75,1.92,cycling
34.0,2.83,17.67,0.47,18.75,4.82,cycling
32.5,0.87,17.0,5.34,13.5,3.84,cycling
32.0,7.87,15.0,2.94,16.0,2.35,cycling
35.5,1.5,11.25,3.27,11.0,5.48,cycling
40.75,1.64,14.0,2.94,15.25,4.02,cycling
35.0,3.39,15.5,1.8,18.5,5.12,cycling
32.25,2.86,14.75,7.4,16.5,0.87,cycling
30.75,5.76,15.25,2.05,12.0,2.12,cycling
35.75,1.79,11.33,4.5,15.25,2.68,cycling
41.0,0.0,11.33,1.7,19.5,4.5,cycling
43.0,1.58,12.75,1.48,17.75,3.34,cycling
33.75,2.49,8.25,4.44,20.75,3.27,cycling
33.0,0.0,15.67,2.05,18.0,2.12,cycling
37.25,2.17,18.0,3.67,11.75,6.83,cycling
31.0,5.1,11.67,2.05,18.67,3.3,cycling
40.5,2.96,11.25,3.03,15.5,7.3,cycling
40.25,5.97,14.0,1.0,21.33,0.47,cycling
34.0,1.41,11.25,2.86,12.33,2.05,cycling
38.0,2.12,16.5,1.5,14.5,7.57,cycling
35.5,3.91,14.0,5.34,13.75,3.34,cycling
37.0,0.0,16.5,4.5,8.0,1.0,cycling
40.0,4.0,19.33,3.86,15.5,5.02,cycling
34.75,2.77,22.25,4.44,20.25,2.28,cycling
36.5,0.5,25.0,2.92,16.5,1.66,cycling
35.0,6.44,15.75,8.79,19.0,2.24,cycling
34.25,6.61,17.25,4.66,17.25,4.82,cycling
38.5,3.5,11.0,4.36,18.75,2.77,cycling
33.75,3.9,21.25,5.36,11.0,4.06,cycling
36.5,0.5,19.5,4.15,21.5,2.18,cycling
35.5,4.97,17.75,3.49,19.25,3.49,cycling
34.25,5.97,11.5,9.5,20.33,3.86,cycling
39.33,2.36,14.75,1.92,18.0,2.45,cycling
40.0,2.12,12.33,4.5,20.25,2.49,cycling
35.25,1.92,12.5,2.18,20.5,2.5,cycling
35.33,1.7,14.67,0.47,17.25,1.3,cycling
32.0,1.41,16.0,0.0,19.25,1.48,cycling
38.25,2.49,14.5,7.76,19.25,3.03,cycling
41.75,0.43,17.33,2.49,16.5,5.72,cycling
35.75,3.63,14.5,6.18,17.5,4.33,cycling
36.75,1.3,24.25,0.43,16.5,4.97,cycling
33.75,2.49,19.0,4.06,20.75,1.92,cycling
33.25,3.9,15.25,2.86,14.5,8.17,cycling
40.25,1.92,18.25,2.17,21.0,1.87,cycling
38.75,4.32,13.5,1.5,18.33,5.25,cycling
33.75,5.07,20.0,5.66,22.67,0.47,cycling
37.25,1.3,16.0,1.41,16.0,1.41,cycling
31.0,7.14,20.0,3.16,16.5,1.66,cycling
38.75,2.17,15.25,2.17,17.25,3.56,cycling
41.75,1.09,20.75,1.09,8.75,3.96,cycling
40.33,1.25,12.25,2.49,21.0,1.41,cycling
37.25,0.83,24.25,1.09,19.5,1.12,cycling
36.0,0.0,22.67,1.25,14.25,4.21,cycling
34.25,3.49,17.25,5.36,16.75,4.32,cycling
36.5,2.5,13.5,5.32,18.5,1.8,cycling
41.75,1.79,18.25,2.38,15.5,4.5,cycling
30.25,8.07,20.0,5.66,17.25,2.49,cycling
35.0,1.22,19.0,3.74,17.5,0.5,cycling
34.33,3.86,14.25,4.15,17.67,6.94,cycling
39.0,2.0,16.75,2.05,14.2,1.33,cycling
42.33,0.47,17.0,3.32,8.0,3.74,cycling
35.5,5.12,20.0,7.87,21.0,2.55,cycling
34.5,1.5,25.25,1.3,21.5,3.28,cycling
35.75,2.59,20.5,3.35,14.25,2.49,cycling
29.33,6.55,16.5,1.5,15.5,2.5,cycling
40.0,1.22,14.67,2.05,17.0,1.58,cycling
40.25,1.79,14.25,1.48,15.5,5.12,cycling
35.5,1.5,21.5,3.77,22.0,1.22,cycling
34.5,2.6,20.0,2.92,11.5,8.26,cycling
32.0,6.04,19.67,1.7,15.0,1.22,cycling
39.25,1.79,11.0,2.16,13.25,1.09,cycling
41.25,0.83,14.75,3.49,19.25,1.79,cycling
36.0,3.24,15.75,5.36,22.25,1.79,cycling
36.25,0.43,22.0,1.41,22.0,1.41,cycling
25.33,10.08,19.33,3.4,15.0,1.63,cycling
39.0,1.87,17.25,3.34,18.25,4.6,cycling
41.67,0.47,13.0,5.1,21.5,2.18,cycling
38.5,1.12,17.75,4.6,24.5,1.12,cycling
