avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
40.75,0.83,16.0,0.0,36.0,0.0,bending1
41.0,1.0,17.0,0.0,36.0,0.0,bending1
40.75,0.83,17.0,0.0,36.0,0.0,bending1
40.75,0.83,17.0,0.0,36.0,0.0,bending1
40.5,0.5,17.0,0.0,36.0,0.0,bending1
40.5,0.5,16.75,0.43,36.0,0.0,bending1
40.5,0.5,17.0,0.0,36.0,0.0,bending1
40.5,0.5,16.33,0.47,36.0,0.0,bending1
40.75,0.83,16.67,0.47,36.0,0.0,bending1
40.5,0.5,17.0,0.0,36.0,0.0,bending1
40.5,0.5,16.67,0.47,36.0,0.0,bending1
40.67,0.47,17.0,0.0,36.0,0.0,bending1
40.25,0.83,16.75,0.43,36.0,0.0,bending1
40.33,0.47,17.0,0.0,36.0,0.0,bending1
40.5,0.5,16.67,0.47,36.0,0.0,bending1
40.0,1.0,17.0,0.0,36.0,0.0,bending1
40.25,0.83,16.75,0.43,35.25,1.3,bending1
40.5,0.5,17.0,0.71,36.0,0.0,bending1
40.5,0.5,17.0,0.0,36.0,0.0,bending1
40.5,0.5,18.0,0.0,36.0,0.0,bending1
40.25,0.83,17.25,0.83,36.0,0.0,bending1
40.67,0.47,17.0,0.0,36.0,0.0,bending1
40.5,0.5,16.75,0.43,36.0,0.0,bending1
40.5,0.5,16.0,0.0,35.25,1.3,bending1
40.67,0.47,16.75,0.83,36.0,0.0,bending1
40.67,0.47,17.25,0.83,36.0,0.0,bending1
40.25,0.83,15.25,0.83,33.75,1.3,bending1
40.33,0.47,11.33,2.49,34.5,1.5,bending1
40.25,0.83,4.0,1.22,34.5,1.5,bending1
40.0,1.0,4.0,1.0,34.25,1.3,bending1
40.25,0.83,4.25,2.17,34.5,1.5,bending1
40.25,0.83,5.75,1.3,34.5,1.5,bending1
40.5,0.5,11.0,1.87,35.75,0.43,bending1
40.5,0.5,10.25,2.28,33.75,1.3,bending1
40.0,1.0,10.25,1.92,34.5,1.5,bending1
40.0,1.0,12.0,0.71,35.5,0.87,bending1
39.33,0.47,11.33,0.47,36.0,0.0,bending1
40.0,1.0,9.33,3.09,34.0,1.41,bending1
40.0,0.71,9.25,2.68,33.75,1.3,bending1
40.0,1.0,12.0,0.0,33.75,1.3,bending1
39.33,0.47,10.0,1.87,34.0,1.41,bending1
39.0,0.0,15.33,3.09,36.0,0.0,bending1
39.0,0.0,18.0,0.0,36.0,0.0,bending1
39.0,0.0,18.0,0.0,36.0,0.0,bending1
39.71,0.8,18.92,2.93,36.17,0.37,bending1
39.71,0.8,18.92,2.93,36.17,0.37,bending1
39.5,1.12,22.0,0.82,36.67,0.94,bending1
37.25,1.3,24.0,0.0,37.5,1.5,bending1
38.5,0.5,22.0,1.22,37.0,1.0,bending1
38.75,0.43,21.75,0.83,35.25,1.3,bending1
39.0,0.0,19.75,1.64,32.75,0.43,bending1
39.0,0.0,15.5,4.27,33.75,1.92,bending1
39.25,0.43,22.33,0.94,36.33,0.47,bending1
39.5,0.5,24.0,0.0,36.75,0.83,bending1
39.25,0.43,15.5,1.12,33.5,1.5,bending1
39.33,0.47,19.5,4.39,37.0,0.82,bending1
39.5,0.5,22.0,2.12,36.25,0.43,bending1
39.0,0.0,17.0,1.22,36.0,0.0,bending1
39.33,0.47,17.0,0.0,36.0,0.0,bending1
40.5,0.5,17.75,0.43,36.0,0.0,bending1
39.8,0.75,15.0,1.1,35.25,1.3,bending1
39.33,0.47,12.5,2.5,36.75,0.83,bending1
39.25,0.43,19.25,1.3,37.0,1.0,bending1
39.0,0.0,18.5,2.29,37.0,1.0,bending1
39.0,0.0,13.5,0.5,36.0,0.0,bending1
39.25,0.43,15.0,2.12,36.25,0.43,bending1
40.25,0.83,16.0,1.22,36.5,0.5,bending1
40.75,0.83,11.67,2.36,36.0,0.0,bending1
39.75,0.83,12.75,1.3,36.25,0.43,bending1
39.5,0.5,12.0,2.45,36.0,0.0,bending1
39.5,0.5,10.5,2.96,36.25,0.43,bending1
39.25,0.43,15.25,1.79,35.25,1.3,bending1
39.67,0.47,14.5,1.12,36.0,0.0,bending1
39.5,0.5,9.25,4.55,36.0,0.0,bending1
39.33,0.47,8.0,3.27,36.0,0.0,bending1
39.33,0.47,15.0,0.82,36.0,0.0,bending1
39.75,0.43,18.25,0.83,36.0,0.0,bending1
40.0,1.0,16.75,1.3,36.0,0.0,bending1
40.25,0.83,17.5,1.8,34.5,1.5,bending1
40.5,0.5,19.33,0.47,34.5,1.5,bending1
40.0,1.0,18.33,0.47,35.0,1.41,bending1
39.5,0.5,20.33,0.94,36.0,0.0,bending1
39.33,0.47,22.2,1.47,36.6,0.8,bending1
39.0,0.0,24.0,0.0,37.33,0.94,bending1
38.5,0.5,24.0,0.0,36.5,0.5,bending1
38.5,0.5,23.5,0.5,36.5,0.5,bending1
39.0,0.0,24.0,0.0,36.75,0.83,bending1
38.33,0.47,20.67,2.36,36.0,0.0,bending1
38.0,1.0,14.25,1.3,36.0,0.0,bending1
38.25,0.83,16.25,1.92,36.25,0.43,bending1
38.5,0.5,17.75,1.79,36.0,0.0,bending1
38.0,1.0,12.25,1.09,36.0,0.0,bending1
38.5,0.5,17.25,2.49,36.25,0.43,bending1
38.5,0.5,23.75,0.43,36.75,0.83,bending1
39.0,0.0,24.25,0.43,37.0,1.0,bending1
39.0,0.0,23.67,0.47,36.67,0.94,bending1
39.0,0.0,19.5,1.12,36.25,0.43,bending1
39.0,0.0,21.25,1.79,36.25,0.43,bending1
39.0,0.0,22.25,1.3,35.5,0.87,bending1
39.0,0.0,19.67,1.25,36.0,0.0,bending1
39.0,0.0,21.25,0.43,36.25,0.43,bending1
39.0,0.0,23.5,0.5,36.67,0.47,bending1
39.25,0.43,20.33,0.94,36.0,0.0,bending1
39.0,0.0,20.0,1.0,36.33,0.47,bending1
39.0,0.0,23.5,0.5,36.67,0.94,bending1
39.0,0.0,24.0,0.0,37.0,1.0,bending1
39.0,0.0,24.0,0.0,37.0,1.0,bending1
