avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
36.75,2.59,19.25,1.79,18.5,1.5,walking
41.75,4.82,18.75,0.83,15.25,5.36,walking
33.0,3.32,13.5,1.66,21.5,2.29,walking
29.67,2.05,15.0,0.0,18.75,2.86,walking
41.67,4.5,9.0,3.0,20.25,0.83,walking
36.75,3.56,12.0,1.22,14.67,5.31,walking
34.0,9.46,13.25,3.49,17.75,3.27,walking
35.0,7.65,11.0,5.24,18.25,8.84,walking
33.75,2.49,15.25,1.79,20.5,1.5,walking
34.0,7.65,18.67,2.62,19.67,1.25,walking
39.75,1.3,16.5,2.6,16.75,1.3,walking
36.0,4.24,18.25,4.92,12.33,2.62,walking
34.75,3.34,11.75,2.86,15.0,2.55,walking
32.0,1.41,16.67,1.25,18.5,1.8,walking
28.25,3.7,17.5,4.5,19.5,3.2,walking
39.25,3.96,16.0,2.45,11.75,2.95,walking
35.0,1.41,21.0,2.94,13.33,3.4,walking
34.5,3.35,19.25,4.26,16.25,5.45,walking
36.0,3.0,12.0,0.0,13.5,4.5,walking
32.75,4.02,17.75,1.64,22.5,3.35,walking
29.5,1.66,17.75,2.17,13.75,6.8,walking
36.5,11.24,15.33,3.09,13.67,4.19,walking
37.75,2.77,17.5,2.87,19.0,2.45,walking
38.0,1.41,9.0,4.64,13.67,4.03,walking
34.75,7.12,9.75,4.97,11.5,3.2,walking
24.67,2.87,12.67,1.7,12.0,6.36,walking
27.25,4.44,13.5,4.03,15.75,2.49,walking
40.25,4.26,16.5,2.29,13.25,4.76,walking
30.5,4.5,14.25,3.96,15.25,2.05,walking
35.0,2.12,12.33,3.3,17.25,1.3,walking
31.75,9.73,13.75,1.48,19.0,3.74,walking
29.5,4.33,15.75,2.28,19.75,3.27,walking
36.0,4.24,15.0,2.45,11.67,8.22,walking
34.75,8.67,16.67,1.89,16.67,3.4,walking
28.5,5.41,16.5,3.2,18.75,1.09,walking
32.5,5.5,14.25,2.28,12.5,5.59,walking
34.0,1.41,15.0,1.63,13.0,2.0,walking
23.6,4.32,19.75,2.38,15.5,2.5,walking
37.0,3.74,14.5,3.2,15.67,2.62,walking
34.5,3.5,16.5,4.56,17.0,5.34,walking
31.5,8.44,18.5,1.5,12.75,6.98,walking
