avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
45.0,0.0,12.0,0.0,21.0,0.0,sitting
45.0,0.0,12.33,0.47,21.25,0.43,sitting
45.0,0.0,12.25,0.43,21.0,0.0,sitting
45.0,0.0,13.25,0.43,21.0,0.0,sitting
45.0,0.0,14.25,0.83,21.0,0.0,sitting
45.0,0.0,14.5,0.5,21.0,0.0,sitting
45.0,0.0,15.0,0.0,21.0,0.0,sitting
45.0,0.0,14.75,0.43,21.0,0.0,sitting
45.0,0.0,15.25,0.43,21.0,0.0,sitting
45.0,0.0,15.0,0.0,21.0,0.0,sitting
45.0,0.0,15.0,0.0,21.0,0.0,sitting
45.0,0.0,14.67,0.47,20.67,0.47,sitting
45.0,0.0,15.0,0.0,20.75,0.43,sitting
45.0,0.0,15.0,0.0,21.0,0.0,sitting
45.0,0.0,14.75,0.43,21.0,0.0,sitting
45.0,0.0,15.0,0.0,21.0,0.0,sitting
45.0,0.0,14.67,0.47,21.0,0.0,sitting
45.0,0.0,14.25,0.43,19.25,0.83,sitting
45.0,0.0,14.75,0.43,19.0,1.0,sitting
45.0,0.0,15.0,0.0,19.75,0.43,sitting
45.0,0.0,15.0,0.0,19.25,0.83,sitting
45.0,0.0,14.75,0.43,19.5,0.5,sitting
45.0,0.0,15.0,0.0,19.0,1.0,sitting
45.0,0.0,14.75,0.43,18.75,0.83,sitting
45.0,0.0,10.5,1.5,16.0,0.0,sitting
45.0,0.0,11.5,1.5,17.5,0.5,sitting
45.0,0.0,13.0,6.36,16.0,2.12,sitting
45.0,0.0,20.75,0.43,20.0,0.71,sitting
45.0,0.0,20.75,0.43,20.67,0.47,sitting
45.0,0.0,18.33,0.47,19.0,0.71,sitting
45.0,0.0,18.5,0.87,19.25,1.09,sitting
45.0,0.0,19.75,0.43,18.75,0.83,sitting
45.0,0.0,17.5,2.18,17.25,1.3,sitting
45.0,0.0,13.5,1.12,16.25,1.3,sitting
45.0,0.0,13.25,0.43,13.0,0.71,sitting
45.0,0.0,14.0,0.0,13.25,1.3,sitting
45.0,0.0,12.25,0.43,16.25,1.48,sitting
45.0,0.0,12.75,0.83,16.75,1.3,sitting
45.0,0.0,11.0,1.0,17.0,0.82,sitting
45.0,0.0,11.5,0.87,16.0,0.71,sitting
45.0,0.0,12.0,0.0,17.75,0.43,sitting
45.0,0.0,13.25,1.09,18.0,0.0,sitting
45.0,0.0,14.5,0.87,16.0,1.22,sitting
45.0,0.0,12.67,0.94,15.75,0.83,sitting
45.0,0.0,12.0,0.0,16.0,1.0,sitting
45.0,0.0,12.33,0.47,15.0,0.0,sitting
45.0,0.0,12.0,0.0,15.67,0.94,sitting
45.0,0.0,11.67,0.47,19.5,1.5,sitting
45.25,0.43,7.33,4.64,15.33,1.25,sitting
45.0,0.0,8.5,2.5,20.0,1.0,sitting
45.0,0.0,9.25,0.83,20.0,1.41,sitting
45.0,0.0,14.75,1.79,16.75,1.92,sitting
45.0,0.0,15.0,0.0,14.75,3.49,sitting
45.0,0.0,12.75,1.3,13.0,2.92,sitting
45.0,0.0,11.25,1.3,15.25,1.79,sitting
45.0,0.0,8.33,0.47,17.75,3.42,sitting
45.0,0.0,11.0,1.41,19.75,0.43,sitting
45.0,0.0,12.5,0.87,19.25,0.83,sitting
45.0,0.0,12.75,0.83,19.25,0.43,sitting
45.0,0.0,12.25,0.43,15.75,1.48,sitting
45.0,0.0,12.0,0.0,15.0,0.0,sitting
45.0,0.0,10.25,2.28,16.25,1.3,sitting
45.0,0.0,12.5,0.5,15.0,1.87,sitting
45.0,0.0,12.5,0.87,17.0,0.0,sitting
45.0,0.0,8.0,1.41,16.33,1.89,sitting
45.0,0.0,9.5,0.5,19.25,1.3,sitting
45.0,0.0,10.6,1.85,16.25,1.64,sitting
45.0,0.0,12.0,0.0,18.0,0.0,sitting
45.0,0.0,12.5,1.12,19.5,1.12,sitting
45.0,0.0,11.33,0.94,18.0,0.0,sitting
45.0,0.0,16.0,1.87,20.25,1.3,sitting
45.0,0.0,17.0,0.0,21.0,0.0,sitting
45.0,0.0,14.25,1.3,21.0,0.0,sitting
45.0,0.0,13.5,1.12,20.0,0.71,sitting
45.0,0.0,12.5,0.87,20.0,0.71,sitting
45.0,0.0,14.5,0.5,20.25,0.43,sitting
45.0,0.0,14.5,0.5,20.5,0.5,sitting
45.0,0.0,13.25,0.83,20.5,0.5,sitting
45.0,0.0,11.0,0.82,20.67,0.47,sitting
45.0,0.0,12.25,3.9,20.5,0.87,sitting
45.0,0.0,19.0,0.0,19.0,0.82,sitting
45.0,0.0,19.0,0.71,19.5,1.12,sitting
45.0,0.0,16.5,1.66,20.25,0.83,sitting
45.0,0.0,13.25,1.3,20.75,0.43,sitting
45.0,0.0,13.75,0.83,21.0,0.0,sitting
45.0,0.0,13.5,0.5,20.5,0.5,sitting
45.0,0.0,14.75,1.09,20.5,0.5,sitting
45.0,0.0,12.5,0.5,20.5,0.5,sitting
45.0,0.0,14.75,1.09,18.75,1.3,sitting
45.0,0.0,11.0,1.0,18.75,0.83,sitting
45.0,0.0,12.25,0.83,19.75,0.43,sitting
45.0,0.0,12.75,0.83,19.5,1.12,sitting
45.0,0.0,14.5,0.5,20.5,0.5,sitting
45.0,0.0,11.25,2.17,21.5,0.5,sitting
45.0,0.0,10.5,0.5,21.33,0.47,sitting
45.0,0.0,9.25,1.48,21.25,0.43,sitting
45.0,0.0,7.75,1.09,21.5,0.5,sitting
45.0,0.0,9.67,0.94,22.0,0.82,sitting
45.0,0.0,11.5,0.5,21.67,0.47,sitting
45.0,0.0,9.0,0.82,21.25,0.43,sitting
45.0,0.0,7.0,0.71,21.0,0.0,sitting
45.0,0.0,7.25,2.17,21.0,0.0,sitting
45.0,0.0,2.67,1.25,21.0,0.0,sitting
45.0,0.0,5.75,3.19,21.0,0.0,sitting
45.0,0.0,8.5,1.12,21.25,0.43,sitting
45.0,0.0,11.33,0.47,21.25,0.43,sitting
45.0,0.0,10.25,0.43,21.25,0.43,sitting
45.0,0.0,8.0,1.58,20.75,0.43,sitting
45.0,0.0,9.0,0.0,19.0,0.82,sitting
45.0,0.0,9.25,1.48,17.75,0.43,sitting
45.0,0.0,8.75,0.43,17.67,0.47,sitting
45.0,0.0,8.5,1.8,17.67,0.47,sitting
45.0,0.0,8.67,0.47,18.25,1.09,sitting
45.0,0.0,6.0,1.41,20.5,0.87,sitting
45.0,0.0,10.33,0.94,21.0,0.0,sitting
45.0,0.0,8.67,0.47,21.0,0.0,sitting
45.0,0.0,9.67,0.94,21.0,0.0,sitting
45.0,0.0,8.0,0.82,21.0,0.0,sitting
45.0,0.0,10.0,0.71,21.0,0.0,sitting
45.0,0.0,9.75,1.48,21.0,0.0,sitting
45.0,0.0,10.33,0.94,20.75,0.43,sitting
45.0,0.0,9.0,0.82,21.0,0.0,sitting
45.0,0.0,6.67,0.94,21.0,0.0,sitting
45.0,0.0,6.67,2.05,21.0,0.0,sitting
45.0,0.0,5.5,1.5,21.0,0.0,sitting
45.0,0.0,4.75,2.49,21.0,0.0,sitting
41.5,0.5,2.67,2.36,8.75,0.83,sitting
41.5,0.5,1.0,0.0,7.5,0.87,sitting
41.5,0.5,0.0,0.0,7.75,0.43,sitting
41.5,0.5,1.5,0.5,8.0,0.0,sitting
41.5,0.5,2.0,0.0,7.33,0.47,sitting
41.5,0.5,1.5,0.5,7.25,0.83,sitting
41.5,0.5,1.0,0.0,8.25,1.48,sitting
41.5,0.5,7.25,4.38,11.25,1.3,sitting
41.75,0.43,17.67,2.05,14.0,1.41,sitting
42.5,0.5,21.0,0.0,7.0,5.1,sitting
43.5,0.5,20.75,0.43,8.0,3.54,sitting
43.67,0.47,21.25,0.43,19.0,1.41,sitting
43.5,0.5,22.5,0.5,19.0,1.0,sitting
43.67,0.47,23.33,0.47,18.0,0.0,sitting
43.75,0.43,23.25,0.43,18.25,0.43,sitting
43.5,0.5,21.5,0.5,19.75,1.3,sitting
43.5,0.5,19.5,1.12,19.25,2.49,sitting
43.25,0.83,18.25,0.43,10.25,4.21,sitting
42.0,0.0,17.75,0.43,9.5,0.5,sitting
41.75,0.43,8.25,5.07,6.75,2.05,sitting
41.5,0.5,1.67,0.94,10.5,0.5,sitting
41.5,0.5,4.67,0.47,10.33,0.47,sitting
41.5,0.5,4.67,0.47,8.5,0.5,sitting
41.5,0.5,1.33,0.47,9.25,0.83,sitting
41.67,0.47,6.67,4.19,10.0,2.0,sitting
41.5,0.5,17.5,1.66,12.0,0.82,sitting
42.0,0.0,19.33,0.47,9.67,1.25,sitting
42.5,0.5,20.0,0.71,15.5,3.91,sitting
43.25,0.43,21.25,0.43,19.5,1.12,sitting
43.5,0.5,23.0,0.71,17.5,0.5,sitting
43.5,0.5,23.25,0.43,18.0,0.0,sitting
43.5,0.5,23.0,0.71,17.75,0.43,sitting
43.5,0.5,22.0,0.71,18.75,1.3,sitting
43.5,0.5,20.5,0.5,18.0,2.45,sitting
42.75,0.83,20.75,0.43,10.0,2.0,sitting
41.5,0.5,17.0,3.24,13.67,1.25,sitting
41.25,0.83,10.0,1.22,10.0,0.71,sitting
41.5,0.5,11.0,0.82,9.33,0.47,sitting
41.5,0.5,10.75,0.43,8.0,0.71,sitting
41.5,0.5,9.4,0.49,7.2,0.4,sitting
41.5,0.5,7.33,0.47,7.5,0.5,sitting
41.67,0.47,8.33,0.47,8.33,1.25,sitting
41.5,0.5,7.5,0.5,9.0,1.22,sitting
41.33,0.47,8.33,1.25,9.0,1.22,sitting
41.5,0.5,11.33,0.47,10.33,1.25,sitting
41.5,0.5,5.0,4.0,9.67,0.47,sitting
41.5,0.5,1.0,0.0,8.0,0.82,sitting
41.67,0.47,5.0,2.0,9.33,1.89,sitting
42.0,0.0,17.0,3.67,15.5,0.5,sitting
42.0,0.0,21.0,0.0,8.25,4.38,sitting
43.0,0.82,22.0,1.0,15.0,3.56,sitting
42.75,0.83,16.75,3.03,21.0,0.71,sitting
43.25,0.43,13.75,1.09,21.0,0.0,sitting
43.5,0.5,12.25,0.43,21.0,0.0,sitting
43.5,0.5,14.75,0.43,21.25,0.43,sitting
43.0,0.71,17.75,1.48,21.0,0.0,sitting
43.0,0.71,20.75,0.43,20.5,1.12,sitting
42.75,0.83,19.75,0.43,18.75,1.92,sitting
41.75,1.09,18.25,2.05,9.0,3.39,sitting
41.25,0.83,7.5,2.6,10.5,2.5,sitting
41.5,0.5,6.67,0.47,14.0,0.82,sitting
41.5,0.5,9.0,1.0,15.25,0.83,sitting
41.67,0.47,11.75,1.09,14.33,0.47,sitting
41.5,0.5,15.5,0.5,13.25,0.43,sitting
41.5,0.5,13.0,1.58,11.75,0.43,sitting
41.67,0.47,11.0,2.45,11.75,1.09,sitting
41.8,0.4,13.8,1.17,11.75,1.79,sitting
42.0,0.0,0.0,0.0,17.25,2.49,sitting
42.0,0.0,11.0,3.56,20.0,1.22,sitting
44.25,0.83,8.67,2.05,19.0,1.22,sitting
45.0,0.0,14.0,2.55,21.67,0.94,sitting
44.75,0.43,18.67,0.94,18.33,1.7,sitting
45.0,0.0,21.0,0.0,21.0,0.0,sitting
44.75,0.43,20.0,1.22,21.75,0.83,sitting
44.5,0.5,17.33,0.47,20.75,0.83,sitting
44.5,0.5,18.0,0.0,20.75,0.43,sitting
44.5,0.5,18.0,0.0,21.25,0.43,sitting
44.33,0.47,17.33,0.47,21.25,0.43,sitting
44.5,0.5,17.5,0.5,21.75,0.83,sitting
44.25,0.43,15.5,0.5,23.0,1.22,sitting
44.5,0.5,16.25,0.83,22.5,0.87,sitting
44.5,0.5,16.0,0.71,23.0,0.71,sitting
44.5,0.5,16.0,0.71,22.5,0.5,sitting
44.5,0.5,17.0,0.0,22.33,0.47,sitting
44.67,0.47,17.25,0.43,23.0,0.82,sitting
44.5,0.5,17.75,0.43,23.0,0.71,sitting
44.5,0.5,17.0,0.0,23.25,0.83,sitting
44.5,0.5,18.0,0.0,23.5,0.5,sitting
44.33,0.47,18.0,0.0,23.0,0.71,sitting
44.5,0.5,17.25,0.83,23.5,0.5,sitting
44.5,0.5,16.25,0.43,23.25,0.43,sitting
44.25,0.83,17.5,0.5,23.5,0.5,sitting
44.5,0.5,18.0,0.0,23.75,0.43,sitting
44.25,0.83,18.0,0.0,23.75,0.43,sitting
44.25,0.43,18.0,0.0,24.0,0.0,sitting
44.5,0.5,18.0,0.0,24.0,0.0,sitting
44.5,0.5,18.0,0.0,24.0,0.0,sitting
44.25,0.43,18.0,0.0,24.0,0.0,sitting
44.67,0.47,16.25,1.3,24.0,0.0,sitting
43.67,0.47,15.67,0.47,24.0,0.0,sitting
44.5,0.5,16.0,0.0,24.0,0.0,sitting
44.25,0.43,15.5,0.5,24.0,0.0,sitting
44.25,0.43,15.5,0.5,24.0,0.0,sitting
43.75,0.83,17.75,0.43,24.0,0.0,sitting
42.75,1.09,18.0,0.71,23.25,0.83,sitting
34.5,4.72,19.25,1.09,20.0,0.71,sitting
31.5,2.96,21.0,0.0,20.67,0.47,sitting
29.25,4.55,21.25,0.43,18.5,2.29,sitting
42.75,2.28,21.0,0.0,17.25,0.83,sitting
