avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
45.0,0.0,21.0,0.0,12.0,0.0,standing
45.0,0.0,21.0,0.0,12.5,1.5,standing
45.0,0.0,21.0,0.0,12.25,0.43,standing
45.0,0.0,21.0,0.0,12.0,0.0,standing
45.0,0.0,21.0,0.0,11.75,0.83,standing
45.0,0.0,21.0,0.0,11.75,0.43,standing
45.0,0.0,21.0,0.0,13.0,0.82,standing
45.0,0.0,20.5,0.5,14.0,1.22,standing
45.0,0.0,18.67,0.94,14.0,1.41,standing
45.25,0.43,18.0,0.0,16.0,0.71,standing
46.0,0.0,18.5,0.5,14.67,0.47,standing
45.75,0.43,18.25,0.43,16.25,1.3,standing
45.33,0.47,18.0,0.0,17.75,0.43,standing
45.0,0.0,18.0,0.0,16.25,0.83,standing
45.0,0.0,18.0,0.0,17.0,0.0,standing
45.0,0.0,18.0,0.0,17.25,0.83,standing
45.0,0.0,18.25,0.43,15.0,0.0,standing
45.25,0.43,18.0,0.0,14.5,1.12,standing
45.25,0.43,19.25,0.83,12.0,1.87,standing
45.5,0.5,19.75,0.43,10.0,1.22,standing
46.0,0.71,19.25,0.43,11.75,0.43,standing
45.75,0.83,19.0,0.0,12.67,0.94,standing
45.67,0.47,19.75,0.43,12.67,0.94,standing
45.8,0.4,19.75,0.43,12.2,0.4,standing
46.0,0.82,20.0,0.0,12.33,0.94,standing
46.0,0.0,19.75,0.43,12.25,1.48,standing
46.25,0.43,18.5,0.5,13.0,1.22,standing
46.0,0.0,18.67,0.47,12.67,0.47,standing
46.25,0.43,18.25,0.43,13.25,1.3,standing
45.75,0.83,18.0,0.0,14.0,0.71,standing
45.5,0.5,18.0,0.0,14.0,1.22,standing
45.5,0.5,18.0,0.0,13.75,0.83,standing
45.5,0.5,18.0,0.0,13.75,0.43,standing
45.5,0.5,18.0,0.0,13.0,1.41,standing
45.5,0.5,18.0,0.0,13.0,0.0,standing
45.75,0.43,18.0,0.0,13.0,1.41,standing
46.0,0.82,18.0,0.0,13.67,1.25,standing
45.75,0.83,18.25,0.43,13.5,1.5,standing
45.75,0.83,18.0,0.0,12.67,0.94,standing
45.33,0.47,18.33,0.47,14.25,1.3,standing
45.75,0.43,18.25,0.43,15.0,0.71,standing
45.75,0.43,18.0,0.0,14.75,0.43,standing
46.0,1.0,18.0,0.0,15.0,0.71,standing
46.0,0.71,18.25,0.43,14.5,0.87,standing
46.5,0.5,18.0,0.0,15.0,0.0,standing
46.25,0.43,18.0,0.0,15.0,0.0,standing
45.75,0.83,18.0,0.0,15.75,0.83,standing
45.75,0.83,18.0,0.0,15.33,0.47,standing
45.75,0.83,18.0,0.0,15.67,0.94,standing
45.75,0.83,18.0,0.0,15.0,0.71,standing
46.25,0.43,18.0,0.0,14.75,0.83,standing
46.5,0.5,18.25,0.43,15.25,1.09,standing
46.67,0.47,18.25,0.43,14.33,0.94,standing
45.67,0.47,17.5,1.5,14.67,1.25,standing
46.33,0.47,9.0,0.0,14.75,0.43,standing
46.0,0.0,15.5,2.29,9.0,4.24,standing
46.25,0.83,15.5,2.29,10.75,2.17,standing
40.5,3.35,9.75,1.48,11.0,4.18,standing
43.75,2.95,12.0,0.0,12.0,1.22,standing
47.25,0.83,5.0,4.0,15.5,1.5,standing
47.5,0.5,13.0,3.74,14.33,1.7,standing
47.0,0.71,16.75,0.43,5.33,2.87,standing
47.0,0.0,14.5,0.5,12.0,0.0,standing
47.75,0.43,12.67,0.47,12.0,0.0,standing
48.0,0.0,12.25,0.43,12.67,0.47,standing
48.0,0.0,12.25,0.43,13.25,0.83,standing
48.0,0.0,12.33,0.47,13.25,1.3,standing
48.0,0.0,12.25,0.43,12.0,0.0,standing
48.0,0.0,13.0,0.71,12.0,0.0,standing
48.0,0.0,13.25,0.83,12.25,0.43,standing
48.0,0.0,12.25,0.43,12.75,0.83,standing
48.0,0.0,12.0,0.0,13.0,1.0,standing
48.0,0.0,11.75,0.43,13.25,0.83,standing
48.0,0.0,12.0,0.0,14.0,0.82,standing
48.0,0.0,11.67,0.47,14.33,0.47,standing
48.0,0.0,11.0,0.71,14.33,0.94,standing
48.0,0.0,11.0,0.71,14.0,1.22,standing
48.0,0.0,11.0,1.0,15.0,0.0,standing
48.0,0.0,10.67,0.47,15.0,0.0,standing
48.0,0.0,11.25,0.43,14.75,0.43,standing
48.0,0.0,11.75,0.43,15.0,0.0,standing
48.0,0.0,11.5,0.5,14.75,0.43,standing
48.0,0.0,12.0,0.0,15.0,0.0,standing
48.0,0.0,11.25,0.43,14.75,0.43,standing
48.0,0.0,11.75,0.43,14.75,0.43,standing
48.0,0.0,12.0,0.0,14.75,0.43,standing
48.0,0.0,11.75,0.43,14.5,0.5,standing
48.0,0.0,11.5,0.5,14.75,0.43,standing
48.0,0.0,12.0,0.0,15.0,0.0,standing
48.0,0.0,12.0,0.0,15.2,0.4,standing
48.0,0.0,12.0,0.0,14.33,0.94,standing
48.0,0.0,12.0,0.0,13.5,1.12,standing
48.0,0.0,12.0,0.0,13.67,0.47,standing
48.0,0.0,12.0,0.0,13.5,1.5,standing
48.0,0.0,12.0,0.0,14.5,1.12,standing
48.0,0.0,12.0,0.0,14.25,0.83,standing
48.0,0.0,12.0,0.0,14.5,0.5,standing
48.0,0.0,12.0,0.0,13.75,1.09,standing
48.0,0.0,12.0,0.0,14.5,0.5,standing
48.0,0.0,12.0,0.0,14.75,0.43,standing
48.0,0.0,12.0,0.0,15.25,0.43,standing
48.0,0.0,12.0,0.0,15.25,1.09,standing
48.0,0.0,12.0,0.0,16.0,1.0,standing
